$-0.00	-0.76	0.34	0.56	-6312	3608	-3460
$-0.01	-0.76	0.33	0.56	-6171	3767	-3513
$-0.01	-0.76	0.33	0.56	-6086	3890	-3634
$-0.01	-0.76	0.32	0.56	-6061	3965	-3793
$-0.02	-0.76	0.32	0.56	-6058	3995	-3964
$-0.02	-0.76	0.31	0.56	-6054	3986	-4124
$-0.03	-0.77	0.31	0.56	-6025	3931	-4263
$-0.03	-0.77	0.30	0.56	-5979	3849	-4375
$-0.04	-0.77	0.30	0.56	-5921	3757	-4439
$-0.04	-0.77	0.29	0.56	-5847	3645	-4461
$-0.04	-0.77	0.29	0.56	-5755	3535	-4471
$-0.05	-0.78	0.28	0.56	-5690	3435	-4482
$-0.05	-0.78	0.28	0.56	-5677	3352	-4496
$-0.06	-0.78	0.27	0.56	-5715	3286	-4483
$-0.06	-0.78	0.27	0.56	-5783	3238	-4464
$-0.07	-0.78	0.27	0.56	-5854	3209	-4412
$-0.07	-0.79	0.26	0.56	-5928	3201	-4333
$-0.08	-0.79	0.26	0.56	-6003	3206	-4236
$-0.08	-0.79	0.25	0.55	-6072	3226	-4127
$-0.08	-0.79	0.25	0.55	-6114	3269	-4045
$-0.09	-0.79	0.24	0.55	-6081	3340	-4002
$-0.09	-0.79	0.24	0.55	-5972	3452	-4011
$-0.10	-0.79	0.24	0.55	-5846	3585	-4056
$-0.10	-0.79	0.23	0.56	-5739	3692	-4082
$-0.11	-0.79	0.23	0.56	-5661	3765	-4106
$-0.11	-0.79	0.22	0.56	-5613	3813	-4123
$-0.11	-0.79	0.22	0.56	-5587	3843	-4122
$-0.12	-0.79	0.21	0.56	-5577	3852	-4082
$-0.12	-0.80	0.21	0.56	-5565	3842	-4017
$-0.13	-0.80	0.20	0.56	-5536	3823	-3939
$-0.13	-0.80	0.20	0.56	-5496	3804	-3845
$-0.13	-0.80	0.19	0.56	-5452	3802	-3755
$-0.14	-0.80	0.19	0.56	-5409	3818	-3663
$-0.14	-0.80	0.18	0.56	-5363	3849	-3574
$-0.15	-0.80	0.18	0.56	-5298	3885	-3489
$-0.15	-0.80	0.17	0.55	-5221	3913	-3400
$-0.15	-0.80	0.17	0.55	-5154	3935	-3332
$-0.16	-0.80	0.16	0.55	-5120	3953	-3282
$-0.16	-0.80	0.16	0.55	-5120	3982	-3245
$-0.17	-0.80	0.15	0.55	-5151	4017	-3205
$-0.17	-0.81	0.15	0.55	-5191	4055	-3173
$-0.18	-0.81	0.14	0.55	-5229	4085	-3155
$-0.18	-0.81	0.14	0.54	-5273	4117	-3150
$-0.19	-0.81	0.13	0.54	-5307	4147	-3163
$-0.19	-0.81	0.13	0.54	-5337	4174	-3207
$-0.19	-0.81	0.13	0.54	-5382	4203	-3254
$-0.20	-0.81	0.12	0.54	-5454	4228	-3313
$-0.20	-0.81	0.12	0.54	-5560	4251	-3407
$-0.21	-0.81	0.11	0.54	-5696	4263	-3504
$-0.21	-0.81	0.11	0.53	-5837	4253	-3594
$-0.21	-0.81	0.10	0.53	-5963	4211	-3671
$-0.22	-0.81	0.10	0.53	-6080	4142	-3749
$-0.22	-0.81	0.09	0.53	-6193	4055	-3825
$-0.22	-0.82	0.09	0.53	-6331	3958	-3930
$-0.22	-0.82	0.08	0.53	-6503	3840	-4059
$-0.23	-0.82	0.08	0.52	-6684	3706	-4195
$-0.23	-0.82	0.07	0.52	-6868	3571	-4343
$-0.23	-0.82	0.07	0.52	-7047	3441	-4500
$-0.23	-0.82	0.06	0.51	-7201	3327	-4632
$-0.23	-0.83	0.06	0.51	-7331	3206	-4712
$-0.23	-0.83	0.05	0.50	-7457	3056	-4728
$-0.23	-0.83	0.05	0.50	-7579	2880	-4679
$-0.23	-0.84	0.04	0.49	-7694	2679	-4569
$-0.23	-0.84	0.04	0.49	-7781	2473	-4382
$-0.23	-0.84	0.03	0.49	-7825	2284	-4178
$-0.23	-0.84	0.03	0.49	-7804	2138	-3978
$-0.24	-0.84	0.03	0.48	-7751	2047	-3807
$-0.24	-0.84	0.02	0.48	-7678	2022	-3677
$-0.24	-0.84	0.02	0.48	-7604	2058	-3592
$-0.24	-0.84	0.01	0.48	-7529	2148	-3574
$-0.24	-0.84	0.01	0.48	-7450	2283	-3599
$-0.24	-0.84	0.01	0.48	-7375	2432	-3654
$-0.25	-0.84	0.00	0.48	-7309	2553	-3720
$-0.25	-0.84	0.00	0.48	-7249	2616	-3798
$-0.25	-0.84	-0.00	0.48	-7186	2639	-3902
$-0.25	-0.84	-0.01	0.48	-7125	2642	-4015
$-0.26	-0.84	-0.01	0.48	-7066	2636	-4145
$-0.26	-0.84	-0.02	0.48	-7013	2635	-4283
$-0.26	-0.84	-0.02	0.48	-6961	2642	-4392
$-0.26	-0.84	-0.03	0.48	-6890	2649	-4443
$-0.26	-0.84	-0.03	0.48	-6792	2652	-4426
$-0.27	-0.84	-0.04	0.48	-6670	2655	-4357
$-0.27	-0.84	-0.04	0.47	-6559	2667	-4267
$-0.27	-0.84	-0.05	0.47	-6453	2687	-4167
$-0.27	-0.84	-0.06	0.47	-6359	2714	-4065
$-0.28	-0.84	-0.06	0.47	-6292	2753	-3968
$-0.28	-0.84	-0.07	0.47	-6258	2790	-3889
$-0.28	-0.84	-0.07	0.47	-6253	2834	-3824
$-0.28	-0.84	-0.08	0.46	-6264	2884	-3770
$-0.28	-0.84	-0.09	0.46	-6271	2943	-3736
$-0.29	-0.84	-0.09	0.46	-6270	3014	-3736
$-0.29	-0.84	-0.10	0.46	-6283	3085	-3751
$-0.29	-0.83	-0.11	0.46	-6317	3146	-3782
$-0.29	-0.83	-0.11	0.45	-6377	3185	-3829
$-0.29	-0.83	-0.12	0.45	-6457	3190	-3884
$-0.30	-0.83	-0.13	0.45	-6530	3166	-3939
$-0.30	-0.83	-0.13	0.45	-6591	3128	-3979
$-0.30	-0.83	-0.14	0.45	-6632	3078	-4005
$-0.30	-0.83	-0.15	0.45	-6664	3005	-4023
$-0.30	-0.83	-0.15	0.44	-6691	2907	-4020
$-0.31	-0.83	-0.16	0.44	-6696	2799	-3992
$-0.31	-0.83	-0.17	0.44	-6677	2699	-3941
$-0.31	-0.82	-0.17	0.44	-6628	2612	-3872
$-0.31	-0.82	-0.18	0.44	-6564	2547	-3802
$-0.32	-0.82	-0.19	0.44	-6486	2498	-3719
$-0.32	-0.82	-0.19	0.44	-6406	2485	-3649
$-0.32	-0.82	-0.20	0.43	-6353	2499	-3606
$-0.32	-0.82	-0.20	0.43	-6324	2525	-3582
$-0.32	-0.82	-0.21	0.43	-6322	2566	-3579
$-0.33	-0.82	-0.21	0.43	-6334	2604	-3586
$-0.33	-0.81	-0.22	0.43	-6353	2634	-3592
$-0.33	-0.81	-0.22	0.43	-6357	2651	-3574
$-0.33	-0.81	-0.23	0.42	-6348	2649	-3541
$-0.34	-0.81	-0.23	0.42	-6339	2638	-3492
$-0.34	-0.81	-0.23	0.42	-6344	2633	-3441
$-0.34	-0.81	-0.24	0.42	-6369	2639	-3413
$-0.34	-0.80	-0.24	0.42	-6437	2640	-3414
$-0.35	-0.80	-0.25	0.42	-6516	2646	-3446
$-0.35	-0.80	-0.25	0.42	-6602	2663	-3503
$-0.35	-0.80	-0.25	0.42	-6701	2691	-3585
$-0.35	-0.80	-0.26	0.41	-6821	2709	-3704
$-0.36	-0.80	-0.26	0.41	-6967	2719	-3856
$-0.36	-0.80	-0.26	0.41	-7130	2727	-4028
$-0.36	-0.80	-0.27	0.41	-7314	2747	-4231
$-0.36	-0.80	-0.27	0.40	-7529	2782	-4453
$-0.36	-0.80	-0.27	0.40	-7768	2802	-4710
$-0.36	-0.80	-0.28	0.40	-8024	2783	-4980
$-0.36	-0.80	-0.28	0.39	-8258	2727	-5234
$-0.36	-0.80	-0.29	0.39	-8432	2631	-5429
$-0.36	-0.80	-0.29	0.39	-8515	2500	-5537
$-0.36	-0.80	-0.30	0.38	-8508	2347	-5538
$-0.36	-0.80	-0.30	0.38	-8417	2178	-5442
$-0.36	-0.80	-0.31	0.38	-8266	2030	-5268
$-0.36	-0.79	-0.31	0.37	-8067	1944	-5065
$-0.36	-0.79	-0.32	0.37	-7851	1932	-4862
$-0.36	-0.79	-0.32	0.37	-7638	1978	-4700
$-0.37	-0.79	-0.33	0.37	-7453	2061	-4602
$-0.37	-0.79	-0.33	0.36	-7301	2157	-4566
$-0.37	-0.79	-0.34	0.36	-7170	2241	-4561
$-0.37	-0.78	-0.34	0.36	-7026	2305	-4565
$-0.37	-0.78	-0.35	0.36	-6865	2338	-4556
$-0.38	-0.78	-0.35	0.36	-6705	2348	-4543
$-0.38	-0.78	-0.36	0.35	-6555	2339	-4516
$-0.38	-0.78	-0.36	0.35	-6408	2332	-4484
$-0.38	-0.77	-0.36	0.35	-6278	2341	-4456
$-0.38	-0.77	-0.37	0.35	-6172	2361	-4454
$-0.39	-0.77	-0.37	0.34	-6101	2381	-4484
$-0.39	-0.77	-0.38	0.34	-6055	2398	-4549
$-0.39	-0.77	-0.38	0.34	-6030	2410	-4630
$-0.39	-0.77	-0.38	0.34	-6006	2406	-4698
$-0.39	-0.76	-0.39	0.34	-5965	2391	-4730
$-0.39	-0.76	-0.39	0.33	-5920	2366	-4735
$-0.40	-0.76	-0.39	0.33	-5873	2338	-4718
$-0.40	-0.76	-0.40	0.33	-5803	2298	-4652
$-0.40	-0.76	-0.40	0.32	-5709	2258	-4550
$-0.40	-0.76	-0.40	0.32	-5615	2233	-4425
$-0.40	-0.76	-0.41	0.32	-5551	2238	-4319
$-0.40	-0.75	-0.41	0.32	-5526	2251	-4209
$-0.40	-0.75	-0.41	0.31	-5521	2267	-4118
$-0.41	-0.75	-0.42	0.31	-5515	2297	-4081
$-0.41	-0.75	-0.42	0.31	-5531	2336	-4073
$-0.41	-0.75	-0.42	0.31	-5569	2365	-4042
$-0.41	-0.75	-0.43	0.30	-5590	2376	-3980
$-0.41	-0.74	-0.43	0.30	-5566	2365	-3897
$-0.42	-0.74	-0.43	0.30	-5497	2330	-3786
$-0.42	-0.74	-0.44	0.30	-5405	2309	-3630
$-0.42	-0.74	-0.44	0.30	-5299	2288	-3451
$-0.42	-0.73	-0.44	0.30	-5199	2270	-3277
$-0.43	-0.73	-0.45	0.29	-5135	2254	-3137
$-0.43	-0.73	-0.45	0.29	-5131	2254	-3045
$-0.43	-0.73	-0.45	0.29	-5193	2268	-2978
$-0.43	-0.72	-0.46	0.29	-5306	2282	-2957
$-0.43	-0.72	-0.46	0.28	-5419	2293	-2978
$-0.44	-0.72	-0.46	0.28	-5515	2315	-3031
$-0.44	-0.72	-0.47	0.28	-5624	2363	-3127
$-0.44	-0.71	-0.47	0.28	-5782	2435	-3278
$-0.44	-0.71	-0.47	0.28	-5985	2502	-3460
$-0.44	-0.71	-0.48	0.27	-6209	2561	-3662
$-0.44	-0.71	-0.48	0.27	-6440	2604	-3889
